codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
44796;RSV (A) 313 / 2011 - CENIPA;2011-09-29;2011-10-03;NULL;"""Realizar o treinamento inicial e recorrente de  """"Falha do Motor Durante a Decolagem - Depois da V1"""", de acordo com o  L 410 Aircraft Pilot Type Training Program, item 5, paginas 13 e 14.""";***;NOAR;NOAR LINHAS AaREAS
44796;RSV (A) 314 / 2011 - CENIPA;2011-09-29;2011-10-03;NULL;Realizar o treinamento de emergancias durante o treinamento inicial, parte pratica de solo, conforme o Programa de Treinamento do fabricante (L 410 Aircraft Pilot Type Training Program), item B, pagina 10.;***;SOL;SOL LINHAS AaREAS
44796;RSV (A) 315 / 2011 - CENIPA;2011-09-29;2011-10-03;NULL;"""Realizar o treinamento inicial e recorrente de  """"Falha do Motor Durante a Decolagem - Depois da V1"""", de acordo com o  L 410 Aircraft Pilot Type Training Program, item 5, paginas 13 e 14.""";***;SOL;SOL LINHAS AaREAS
44796;RSV (A) 316 / 2011 - CENIPA;2011-09-29;2011-10-03;NULL;Realizar o treinamento de emergancias durante o treinamento inicial, parte pratica de solo, conforme o Programa de Treinamento do fabricante (L 410 Aircraft Pilot Type Training Program), item B, pagina 10.;***;TEAM;TEAM LINHAS AaREAS
44796;RSV (A) 317 / 2011 - CENIPA;2011-09-29;2011-10-03;NULL;"""Realizar o treinamento inicial e recorrente de  """"Falha do Motor Durante a Decolagem - Depois da V1"""", de acordo com o  L 410 Aircraft Pilot Type Training Program, item 5, paginas 13 e 14.""";***;TEAM;TEAM LINHAS AaREAS
44796;RSV (A) 318 / 2011 - CENIPA;2011-09-29;2013-08-12;2016-01-25;Acompanhar a execuaao dos programas de treinamento dos operadores de L 410, de maneira a assegurar que a parte pratica de solo do treinamento inicial de emergancias, atenda, no manimo, o estabelecido no Programa de Treinamento do fabricante (L 410 Aircraft Pilot Type Training Program), item B, pagina 10.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44796;RSV (A) 319 / 2011 - CENIPA;2011-09-29;2013-08-12;2016-01-25;Acompanhar a execuaao dos programas de treinamento dos operadores de L 410, de maneira a assegurar que o treinamento inicial e recorrente da emergancia Engine Failure During Take-off - Above V1, atenda, no manimo, o estabelecido no Programa de Treinamento do fabricante (L 410 Aircraft Pilot Type Training Program), item 5, paginas 13 e 14.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44775;421/2012;2012-09-20;2012-11-01;2012-12-12;Atuar junto a W&J Taxi-Aareo Ltda., visando implantar uma polatica de seguranaa de voo na empresa, a fim de orientar seus tripulantes para uma atitude conservativa nas atividades aareas.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44775;422/2012;2012-09-20;2012-11-01;2012-12-12;Atuar junto a W&J Taxi-Aareo Ltda., visando incrementar o processo de acompanhamento dos voos realizados, a fim de assegurar-se que seus tripulantes sigam as orientaaaes da empresa no tocante ao planejamento dos voos.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44775;423/2012;2012-09-20;2012-11-01;2012-12-12;Atuar junto a W&J Taxi-Aareo Ltda., visando reforaar o Programa de Treinamento no tocante a analise das condiaaes meteorolagicas e decisao sobre o prosseguimento do voo, levando em consideraaao as caracterasticas da regiao de operaaao.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44775;424/2012;2012-09-20;2012-11-01;2012-12-12;Atuar junto a W&J Taxi-Aareo Ltda., visando implantar atividades educativas periadicas sobre a influancia da pressa e da necessidade de voltar para casa no desenvolvimento da atividade aarea.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44775;425/2012;2012-09-20;2012-10-30;2012-10-30;Divulgar os ensinamentos do presente relatario aos operadores de taxi aareo, enfatizando a importancia da adequada avaliaaao das condiaaes meteorolagicas para a seguranaa dos voos.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44759;266/2010;2010-07-01;2010-07-01;NULL;Ministrar palestra sobre o tema *Vao monomotor em aeronaves bimotoras leves*, para todo o quadro de pilotos da empresa.;***;AMAZONAVES;AMAZONAVES TAXI AaREO
44759;266/D/10;2010-07-01;2010-07-01;NULL;Ministrar palestra sobre o tema *Vao monomotor em aeronaves bimotoras leves*, para todo o quadro de pilotos da empresa.;***;AMAZONAVES;AMAZONAVES TAXI AaREO
44759;267/2010;2010-07-01;2010-07-01;NULL;Determinar, ao setor de manutenaao, o fiel cumprimento do programa de manutenaao de suas aeronaves, conforme estipulado pelo fabricante.;***;AMAZONAVES;AMAZONAVES TAXI AaREO
44759;268/2010;2010-07-01;2011-03-11;2011-06-08;Realizar uma Inspeaao Aeroportuaria no Aeradromo de Flores (SWFN), Manaus- AM, no sentido de verificar as condiaaes de seguranaa para operaaao da pista.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44759;269/2010;2010-07-01;2011-03-11;2011-05-10;Promover a divulgaaao deste acidente aeronautico junto aos operadores e pilotos, assim como as oficinas de manutenaao homologadas para o tipo da aeronave acidentada, tendo por objetivo disseminar os fatores contribuintes presentes e os ensinamentos colhidos na investigaaao da ocorrancia analisada.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44755;248/D/09;2009-12-30;2010-01-11;NULL;Divulgar os ensinamentos do presente relatario aos operadores da aviaaao agracola, com destaque para o alto risco decorrente do transporte de passageiros e/ou carga em areas nao apropriadas da aeronave.;***;SERIPA-2;SEGUNDO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44755;248/D/09;2009-12-30;2010-01-11;NULL;Divulgar os ensinamentos do presente relatario aos operadores da aviaaao agracola, com destaque para o alto risco decorrente do transporte de passageiros e/ou carga em areas nao apropriadas da aeronave.;***;SERIPA-3;TERCEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44755;248/D/09;2009-12-30;2010-01-11;NULL;Divulgar os ensinamentos do presente relatario aos operadores da aviaaao agracola, com destaque para o alto risco decorrente do transporte de passageiros e/ou carga em areas nao apropriadas da aeronave.;***;SERIPA-4;QUARTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44755;248/D/09;2009-12-30;2010-01-11;NULL;Divulgar os ensinamentos do presente relatario aos operadores da aviaaao agracola, com destaque para o alto risco decorrente do transporte de passageiros e/ou carga em areas nao apropriadas da aeronave.;***;SERIPA-7;SaTIMO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44755;248/D/09;2009-12-30;2010-01-11;2010-01-21;Divulgar os ensinamentos do presente relatario aos operadores da aviaaao agracola, com destaque para o alto risco decorrente do transporte de passageiros e/ou carga em areas nao apropriadas da aeronave.;ADOTADA;SERIPA-6;SEXTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44755;248/D/09;2009-12-30;2010-01-11;2010-03-12;Divulgar os ensinamentos do presente relatario aos operadores da aviaaao agracola, com destaque para o alto risco decorrente do transporte de passageiros e/ou carga em areas nao apropriadas da aeronave.;ADOTADA;SERIPA-5;QUINTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44755;248/D/09;2009-12-30;2010-01-11;2010-07-14;Divulgar os ensinamentos do presente relatario aos operadores da aviaaao agracola, com destaque para o alto risco decorrente do transporte de passageiros e/ou carga em areas nao apropriadas da aeronave.;ADOTADA;SERIPA-1;PRIMEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44751;013/C/20;2010-04-06;2010-04-06;NULL;Divulgar, num prazo de seis meses, o aprendizado da presente investigaaao como forma de orientar e alertar os inspetores e mecanicos das empresas de manutenaao existentes em sua area de jurisdiaao quanto a necessidade de consultar as publicaaaes tacnicas durante a execuaao de serviaos de manutenaao.;ADOTADA;SERIPA-5;QUINTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44751;014/C/20;2008-10-15;2008-10-15;NULL;Alertar as empresas de manutenaao em motores Textron Lycoming existentes em sua area de jurisdiaao, quanto a importancia da supervisao dos serviaos e da necessidade de executar a montagem dos contrapesos do eixo de manivela de acordo com o previsto na Service Instruction na. 1012F.;***;SERIPA-5;QUINTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44749;048/2012;2012-02-22;2012-03-21;2014-04-16;Analisar os requisitos para concessao de habilitaaao tacnica para instrutor de voo, visando melhorar o navel de formaaao de pilotos.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44749;049/2012;2012-02-22;2012-03-21;2014-04-28;Analisar a necessidade de intensificar a fiscalizaaao do cumprimento das normas de instruaao a que estao submetidos os aeroclubes.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44749;050/2012;2012-02-22;2012-03-21;2013-02-20;Intensificar a fiscalizaaao da manutenaao dos aeroclubes, a fim de assegurar o cumprimento dos procedimentos previstos pelos fabricantes e o seu correto registro.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44749;051/2012;2012-02-22;2012-03-21;2015-12-21;Orientar os aeroclubes a aplicar provas de aferiaao de conhecimento tearico sobre a aeronave a ser voada sempre que o aluno ficar afastado do voo por peraodos prolongados.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44749;052/D/12;2012-02-22;2012-02-22;NULL;Divulgar o conteado do presente relatario durante a realizaaao de seminarios, palestras e atividades afins.;ADOTADA;SERIPA-1;PRIMEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44749;052/D/12;2012-02-22;2012-02-22;NULL;Divulgar o conteado do presente relatario durante a realizaaao de seminarios, palestras e atividades afins.;ADOTADA;SERIPA-2;SEGUNDO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44749;052/D/12;2012-02-22;2012-02-22;NULL;Divulgar o conteado do presente relatario durante a realizaaao de seminarios, palestras e atividades afins.;ADOTADA;SERIPA-3;TERCEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44749;052/D/12;2012-02-22;2012-02-22;NULL;Divulgar o conteado do presente relatario durante a realizaaao de seminarios, palestras e atividades afins.;ADOTADA;SERIPA-4;QUARTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44749;052/D/12;2012-02-22;2012-02-22;NULL;Divulgar o conteado do presente relatario durante a realizaaao de seminarios, palestras e atividades afins.;ADOTADA;SERIPA-5;QUINTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44749;052/D/12;2012-02-22;2012-02-22;NULL;Divulgar o conteado do presente relatario durante a realizaaao de seminarios, palestras e atividades afins.;ADOTADA;SERIPA-6;SEXTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44749;052/D/12;2012-02-22;2012-02-22;NULL;Divulgar o conteado do presente relatario durante a realizaaao de seminarios, palestras e atividades afins.;ADOTADA;SERIPA-7;SaTIMO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44670;A-537/CENIPA/2017 - 01;2017-11-30;2017-11-30;NULL;Realizar gestaes junto a empresa Aviaaao Agracola Antanio & Carmalia Ltda., a fim de garantir a conformidade dos procedimentos administrativos e operacionais adotados por esse operador, sobretudo no que diz respeito ao cumprimento do constante no item 5.2.1 da NSCA 3-13 e no Artigo 114 do Cadigo Brasileiro de Aeronautica e a execuaao das notificaaaes de Ocorrancias Aeronauticas.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44661;125/D/11;2011-08-01;2011-08-09;2011-09-01;Adequar o treinamento da manobra *UNRELIABLE SPEED INDICATOR / ADR CHECK PROC*, incluindo as fases de subida, cruzeiro, aproximaaao e pouso nas sessaes de treinamento inicial e periadico nos seguintes equipamentos: A320, A330, A340.;***;TAM;TAM LINHAS AaREAS
44661;126/D/11;2011-08-01;2011-08-09;2011-09-01;Avaliar a necessidade de adequaaao do treinamento periadico da empresa ao recomendado no RECURRENT TRAINING AND CHECKING previsto no Flight Crew Training Program da AIRBUS, datado de novembro de 2010, reduzindo o intervalo entre treinamentos e cheques de 12 meses para 6 meses.;***;TAM;TAM LINHAS AaREAS
44661;127/D/11;2011-08-01;2011-08-09;2011-09-01;Enfatizar nos treinamentos iniciais e periadicos (curraculo de solo e de voo) os manimos requeridos para operaaao em espaao aareo RVSM.;***;TAM;TAM LINHAS AaREAS
44661;128/D/11;2011-08-01;2011-08-09;2011-09-01;Enfatizar nos treinamentos iniciais e periadicos (curraculo de solo e de voo) os manimos requeridos para realizaaao de procedimentos GNSS.;***;TAM;TAM LINHAS AaREAS
44661;129/D/11;2011-08-01;2011-08-09;2011-09-01;Enfatizar nos treinamentos iniciais e periadicos (curraculo de solo e de voo) a necessidade de declarar urgancia/emergancia aos argaos de controle de trafego aareo de acordo com a legislaaao pertinente.;***;TAM;TAM LINHAS AaREAS
44661;130/D/11;2011-08-01;2011-08-09;2011-09-01;Divulgar periodicamente, no menor prazo possavel, os eventos afetos a Seguranaa de Voo para todos os tripulantes, com o objetivo de aumentar a consciancia situacional dos mesmos e mitigar riscos.;***;TAM;TAM LINHAS AaREAS
44661;IG-011/CENIPA/2013-RSV001;2013-09-19;2013-11-05;2014-04-28;Reavaliar o treinamento periadico praticado pela TAM, visto que o que era praticado nao abrangia totalmente o que esta recomendado pela AIRBUS atravas do RECURRENT TRAINING AND CHECKING previsto no FLIGHT CREW TRAINING PROGRAM, datado de novembro de 2010, no que diz respeito a periodicidade dos treinamentos em simulador de voo.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44661;IG-011/CENIPA/2013-RSV002;2013-09-19;2013-11-05;2016-01-06;Atuar junto aos argaos competentes, para aaaes pertinentes julgadas cabaveis, quanto ao perigo que se traduz a aviaaao nacional e estrangeira operando em espaao aareo brasileiro, da atividade de soltura de qualquer tipo de balao que apresente a caracterastica de incontrolabilidade.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44661;IG-011/CENIPA/2013-RSV003;2013-09-19;2013-11-05;2014-01-13;Realizar a divulgaaao deste Relatario Final para a comunidade aeronautica brasileira.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44661;IG-011/CENIPA/2013-RSV004;2013-09-19;2013-09-19;2014-02-28;Dar conhecimento ao Ministario Pablico Federal do conteado da investigaaao deste Incidente Grave para aaaes pertinentes julgadas cabaveis, quanto ao perigo que se traduz a aviaaao nacional e estrangeira operando em espaao aareo brasileiro, da atividade de soltura de qualquer tipo de balao que apresente a caracterastica de incontrolabilidade, sejam eles, os artesanais sem fogo ou os dotados de chama incandescente como fonte de sustentaaao.;ADOTADA;CENIPA;CENTRO DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
44660;377/2012;2012-08-07;2012-10-16;2014-06-11;Incrementar a fiscalizaaao das aeronaves em operaaao no aeradromo de Porto Seguro, BA, visando identificar e coibir o movimento daquelas operadas por tripulantes com documentaaao (CHT e CCF) irregular.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44660;378/2012;2012-08-07;2012-10-16;2014-06-11;Incrementar a fiscalizaaao das aeronaves utilizadas na Aviaaao Geral, visando identificar e coibir o movimento daquelas operadas por tripulantes com documentaaao (CHT e CCF) irregular.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44660;379/2012;2012-08-07;2012-10-16;2014-06-11;Avaliar a possibilidade de criar, junto aos operadores da Aviaaao Executiva, mecanismos de Supervisao Gerencial, visando ao adequado acompanhamento do desempenho operacional dos seus pilotos e com o foco no fiel cumprimento das normas e regulamentos, para efeito dos planejamentos e execuaao dos voos.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44660;380/2012;2012-08-07;2012-10-16;2014-06-11;Atuar junto aos operadores da Aviaaao Executiva para que adotem, no ambito Administrativo, mecanismos de Supervisao Gerencial, visando ao adequado controle da validade das Habilitaaaes Tacnicas e Certificados dos seus tripulantes.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44660;381/2012;2012-08-07;2012-10-16;2015-12-21;Atuar junto aos operadores de helicaptero para divulgar as tacnicas e cuidados a serem adotados na realizaaao de voos visuais noturnos, em especial no tocante a avaliaaao das condiaaes meteorolagicas e alturas a serem mantidas.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44660;382/2012;2012-08-07;2012-10-16;2015-09-22;Reavaliar as condiaaes operacionais do Heliponto do Condomanio Jacuma Ocean Resort (SJFE), visando verificar se atende aos requisitos previstos para a operaaao visual noturna e se permite tal operaaao com seguranaa, levando em conta as condiaaes de luminosidade presentes no seu entorno.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44660;383/2012;2012-08-07;2012-10-16;2012-10-30;Divulgar os ensinamentos colhidos da presente investigaaao, destacando os aspectos relacionados ao comprometimento da Seguranaa de Voo em face do descumprimento das normas e regulamentos do Sistema de Aviaaao Civil.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44660;384/2012;2012-08-07;2012-10-16;NULL;Divulgar, junto aos seus associados, os ensinamentos colhidos da presente investigaaao, destacando os aspectos relacionados ao comprometimento da Seguranaa de Voo em face do descumprimento das normas e regulamentos do Sistema de Aviaaao Civil.;ADOTADA;ABAG;ASSOCIAaaO BRASILEIRA DE AVIAaaO GERAL
44660;385/2012;2012-08-07;2012-10-16;NULL;Divulgar, junto aos seus associados, os ensinamentos colhidos da presente investigaaao, destacando os aspectos relacionados ao comprometimento da Seguranaa de Voo em face do descumprimento das normas e regulamentos do Sistema de Aviaaao Civil.;ADOTADA;ABRAPHE;ASSOCIAaaO BRASILEIRA DE PILOTOS DE HELICaPTEROS
44656;IG-551/CENIPA/2016 - 01;2019-10-28;2019-11-06;2019-11-27;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAaaO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAaaO CIVIL BRASILEIRA SOBRE A IMPORTaNCIA DA EXECUaaO DE UMA APROXIMAaaO ESTABILIZADA, VISANDO GARANTIR A MANUTENaaO DOS CORRETOS PARaMETROS DE POUSO, FRENAGEM E PARADA DA AERONAVE COM SEGURANaA.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44652;IG-521/CENIPA/2018 - 01;2018-12-04;2019-01-09;2019-06-11;ATUAR NO AERaDROMO DE NOVO HAMBURGO (SSNH), A FIM DE QUE SEJA AVERIGUADO SE AQUELE CAMPO OFERECE CONDIaaES SEGURAS DE OPERAaaO, DE ACORDO COM A LEGISLAaaO EM VIGOR.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44652;IG-521/CENIPA/2018 - 02;2018-12-04;2019-01-09;2019-06-11;ATUAR JUNTO a BORN TO FLY ESCOLA DE AVIAaaO, A FIM DE QUE AQUELE OPERADOR INCREMENTE O TREINAMENTO DE CRM OFERECIDO A SEUS TRIPULANTES, SOBRETUDO NO QUE DIZ RESPEITO aS INTERAaaES INTERPESSOAIS, NECESSaRIAS a MANUTENaaO DA SEGURANaA OPERACIONAL DURANTE OS PROCEDIMENTOS PARA POUSO.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44652;IG-521/CENIPA/2018 - 03;2018-12-04;2019-01-09;2019-06-11;ATUAR JUNTO a BORN TO FLY ESCOLA DE AVIAaaO, A FIM DE QUE AQUELE OPERADOR ORIENTE SEUS INSTRUTORES QUANTO a IMPORTaNCIA DE SE REALIZAR UM PLANEJAMENTO ADEQUADO PARA O VOO, INCLUINDO A VERIFICAaaO DAS CONDIaaES DO AERaDROMO PARA A OPERAaaO PROPOSTA.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44652;IG-521/CENIPA/2018 - 04;2018-12-04;2018-12-04;2019-06-11;ATUAR JUNTO AO OPERADOR DO AERaDROMO, A FIM DE QUE AQUELA ORGANIZAaaO PROVIDENCIE A ATUALIZAaaO DO TIPO DE PISO DA PISTA DE POUSO DO AERaDROMO DE NOVO HAMBURGO (SSNH).;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44652;IG-521/CENIPA/2018 - 05;2018-12-04;2019-01-09;2019-06-11;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAaaO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAaaO CIVIL BRASILEIRA SOBRE OS RISCOS DECORRENTES DA REALIZAaaO DE FINAIS PARA POUSO NaO ESTABILIZADAS E DA DECISaO DE NaO REALIZAR UMA ARREMETIDA NOS CASOS EM QUE OS PROCEDIMENTOS PARA POUSO NaO APRESENTAREM AS NECESSaRIAS CONDIaaES DE SEGURANaA.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44649;IG-589/CENIPA/2016 - 01;2019-06-28;2019-08-20;2020-04-02;ATUAR JUNTO a TBA - TECNOLOGIA BRASILEIRA AERONaUTICA, A FIM DE QUE AQUELA ORGANIZAaaO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSaRIOS a ADEQUADA PRESTAaaO DE SERVIaOS DE MANUTENaaO NAS AERONAVES CESSNA, MODELO 150E, CONFORME PRECONIZA A LEGISLAaaO EM VIGOR, OS RESPECTIVOS MANUAIS TaCNICOS E A LISTA DE CAPACIDADES DA EMPRESA.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44647;448/2012;2012-10-17;2012-11-01;2014-07-28;Atuar junto a Administraaao Aeroportuaria do Aeradromo de Salvador a fim de implementar campanha junto as comunidades que habitam os locais discriminados como focos atrativos e com potencial atrativo de aves, visando esclarecer sobre a tematica do risco aviario e as correspondentes medidas preventivas.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44647;449/2012;2012-10-17;2012-11-01;2014-07-28;Atuar junto a Administraaao Aeroportuaria do Aeradromo de Salvador, a fim de adotar, em parceria com as administraaaes dos municapios de Salvador, Lauro de Freitas e Simaes Filho, sistematica de acompanhamento e controle dos focos atrativos e com potencial atrativo de aves, identificados na TMA-SV.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44647;450/2012;2012-10-17;2012-11-01;2014-07-28;Atuar junto a Administraaao Aeroportuaria do Aeradromo de Salvador, a fim de adotar, em parceria com a administraaao do CEASA de Salvador, sistematica de acompanhamento e controle do foco atrativo de aves ali identificado.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44647;451/2012;2012-10-17;2012-11-01;2014-07-28;Atuar junto a Administraaao Aeroportuaria do Aeradromo de Salvador, a fim de implementar, em parceria com a administraaao do CEASA de Salvador, campanha junto ao pablico interno, visando esclarecer sobre a tematica do RISCO AVIaRIO e as suas correspondentes medidas preventivas.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44647;452/2012;2012-10-17;2012-11-01;2012-12-26;Consolidar banco de dados referente aos avistamentos de aves ocorridos na TMA-SV, permitindo diagnosticar os aspectos intervenientes ao RISCO AVIaRIO, com base em informaaaes como: horario, local e altitudes de maior incidancia, espacies mais comuns e outras, possibilitando a veiculaaao de mensagens precisas de alerta sobre a presenaa de aves, a serem divulgadas por meio de NOTAM e/ou de mensagens transmitidas aos pilotos pelos controladores de trafego aareo.;ADOTADA;DTCEA-SV;DESTACAMENTO DE CONTROLE DO ESPAaO AaREO DE SALVADOR
44611;IG-585/CENIPA/2014 a 01;2016-06-03;2016-07-14;2016-09-14;Tendo em vista os fatos observados e relatados neste relatario, atuar junto a oficina Cheyenne Manutenaao de Aeronaves Ltda., para que esta assegure que todas as aaaes de manutenaao efetuadas estejam em acordo com as melhores praticas aplicadas nesta atividade.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44597;IG-518/CENIPA/2016 - 01;2016-06-23;2016-07-14;2016-12-12;Realizar gestaes junto a OMNI Taxi-Aareo, de forma a garantir que a empresa enfatize, em seus treinamentos junto aos funcionarios envolvidos com esse tipo de operaaao, a importancia de se observar as instruaaes contidas no Manual de Carga Externa da empresa.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44579;A-533/CENIPA/2015 a 01;2015-07-07;2015-08-21;2015-11-12;Atuar, junto a BRASFLIGHT ESC. BRASILEIRA DE AVIAaaO CIVIL LTDA. de modo a garantir que esta esteja executando praticas operacionais adequadas no ambito da instruaao em voo.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44577;376/2012;2012-12-28;2013-03-05;2013-04-19;Divulgar o conteado do presente relatario aos operadores da aviaaao geral, enfatizando a importancia da utilizaaao de pistas de pouso homologadas ou registradas.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44577;376/D/12;2012-12-28;2013-03-05;2013-04-19;Divulgar o conteado do presente relatario aos operadores da aviaaao geral, enfatizando a importancia da utilizaaao de pistas de pouso homologadas ou registradas.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44564;358/D/11;2012-02-06;2012-02-06;NULL;Divulgar o resultado da presente apuraaao junto aos pilotos envolvidos, destacando a importancia de conhecer as normas ATS vigentes (ICA 100-4/2007), a utilizaaao adequada e correta da fraseologia padrao, nos termos do Cap 15 da ICA 100-12/2009.;***;DIVERSOS-AB;PROPRIETaRIO DA AERONAVE
44564;359/D/11;2012-02-06;2012-02-06;NULL;Avaliar se existe impedimento ou restriaao de ordem tacnica-operacional para o helicaptero, modelo AS350 B2, operar em SBBH e, caso haja, implementar as medidas mitigadoras necessarias com vistas ao gerenciamento de risco para preservar a seguranaa operacional.;***;DIVERSOS-AB;PROPRIETaRIO DA AERONAVE
44549;156/2012;2012-03-22;2012-04-20;2016-03-08;Realizar inspeaao no aeradromo de Coribe, BA (SDKE), visando certificar se as suas atuais condiaaes de infraestrutura permitem a operaaao segura das aeronaves.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44549;157/2012;2012-03-22;2012-04-20;2012-09-27;Aperfeiaoar os mecanismos de fiscalizaaao visando coibir a operaaao de aeronaves por pilotos com CHT vencido/suspenso.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44549;158/2012;2012-03-22;2012-04-20;2016-03-08;Aperfeiaoar os mecanismos de acompanhamento da situaaao dos aeradromos, visando evitar a utilizaaao de pistas de pouso com condiaaes inadequadas de seguranaa.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
