codigo_ocorrencia3;fator_nome;fator_aspecto;fator_condicionante;fator_area
51568;CONDICOES METEOROLOGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
51568;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51568;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51568;MOTIVACAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51568;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51567;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51567;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51537;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51534;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51534;CAPACITACAO E TREINAMENTO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51534;EQUIPAMENTO - CARACTERISTICAS ERGON�MICAS;ERGONOMIA;***;FATOR HUMANO
51534;INTRUCAO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51534;POUCA EXPERIENCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51533;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51533;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51533;POUCA EXPERIENCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51531;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51531;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51517;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51517;MEMORIA;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51517;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51449;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
51449;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51448;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51448;INTRUCAO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51445;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51445;CONDICOES METEOROLOGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
51445;POUCA EXPERIENCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51444;CAPACITACAO E TREINAMENTO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51444;COMUNICACAO;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
51444;COORDENACAO DE CABINE;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51444;DINAMICA DE EQUIPE;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
51444;INTRUCAO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51444;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51444;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51444;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51443;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51443;CONDICOES METEOROLOGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
51443;INFRAESTRUTURA AEROPORTUARIA;INFRAESTRUTURA AEROPORTUARIA;***;FATOR OPERACIONAL
51443;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51443;PERCEPCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51443;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51443;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51442;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51442;CAPACITACAO E TREINAMENTO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51442;COORDENACAO DE CABINE;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51442;DINAMICA DE EQUIPE;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
51442;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51442;PERCEPCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51442;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51442;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51442;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51441;COORDENACAO DE CABINE;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51441;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51440;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51440;CAPACITACAO E TREINAMENTO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51440;CONDICOES METEOROLOGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
51440;CULTURA ORGANIZACIONAL;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51440;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51440;INTRUCAO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51440;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51440;MOTIVACAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51440;PERCEPCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51440;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51440;POUCA EXPERIENCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51440;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51439;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51439;POUCA EXPERIENCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51416;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51416;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51416;CONDICOES FISICAS DO TRABALHO;ERGONOMIA;***;FATOR HUMANO
51416;CULTURA DO GRUPO DE TRABALHO;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
51416;DESORIENTACAO;ASPECTO MEDICO;***;FATOR HUMANO
51416;FADIGA;ASPECTO MEDICO;***;FATOR HUMANO
51416;ILUSOES VISUAIS;ASPECTO MEDICO;***;FATOR HUMANO
51416;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51416;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51416;MOTIVACAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51416;PERCEPCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51416;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51416;SISTEMAS DE APOIO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51414;INFRAESTRUTURA AEROPORTUARIA;INFRAESTRUTURA AEROPORTUARIA;***;FATOR OPERACIONAL
51414;OUTRO FATOR;OUTRO;***;OUTRO
51414;PERCEPCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51413;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51413;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51413;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51412;ALCOOL;ASPECTO MEDICO;***;FATOR HUMANO
51412;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51412;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51412;DINAMICA DE EQUIPE;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
51412;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51412;INTRUCAO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51412;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51412;ORGANIZACAO DO TRABALHO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51412;PERCEPCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51412;POUCA EXPERIENCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51412;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51412;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51412;SISTEMAS DE APOIO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51412;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51412;USO ILICITO DE DROGAS;ASPECTO MEDICO;***;FATOR HUMANO
51393;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51393;CAPACITACAO E TREINAMENTO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51393;CULTURA DO GRUPO DE TRABALHO;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
51393;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51393;PERCEPCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51393;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51393;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51393;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51083;COMUNICACAO;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
51083;INFRAESTRUTURA AEROPORTUARIA;INFRAESTRUTURA AEROPORTUARIA;***;FATOR OPERACIONAL
51083;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51083;SISTEMAS DE APOIO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51075;INFRAESTRUTURA AEROPORTUARIA;INFRAESTRUTURA AEROPORTUARIA;***;FATOR OPERACIONAL
51055;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51055;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51054;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
51052;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51033;INFRAESTRUTURA AEROPORTUARIA;INFRAESTRUTURA AEROPORTUARIA;***;FATOR OPERACIONAL
51031;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51031;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51031;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51027;ATENCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51027;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51027;EQUIPAMENTO DE APOIO (ATS);INFRAESTRUTURA DE TRAFEGO AEREO;***;FATOR OPERACIONAL
51027;PERCEPCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51027;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51027;PUBLICACOES (ATS);INFRAESTRUTURA DE TRAFEGO AEREO;***;FATOR OPERACIONAL
51026;COORDENACAO DE CABINE;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51026;INTRUCAO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51026;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51026;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51025;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51025;COORDENACAO DE CABINE;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51025;POUCA EXPERIENCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51024;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51023;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51023;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51023;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51023;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51023;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51022;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51022;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51021;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51020;MANUSEIO DO MATERIAL;ASPECTO DE MANUSEIO DO MATERIAL;***;FATOR MATERIAL
51020;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
51020;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51020;SISTEMAS DE APOIO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51019;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51019;SISTEMAS DE APOIO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51015;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51015;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51011;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
51011;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51010;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51010;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51010;CAPACITACAO E TREINAMENTO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51010;CARACTERISTICAS DA TAREFA;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51010;COORDENACAO DE CABINE;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51010;CULTURA ORGANIZACIONAL;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51010;PERCEPCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51010;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
51010;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51010;SISTEMAS DE APOIO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
51010;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51008;OUTRO FATOR;OUTRO;***;OUTRO
51007;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51007;POUCA EXPERIENCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51006;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51006;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
51006;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51006;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51006;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51005;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51005;CONDICOES METEOROLOGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
51005;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51004;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51004;INTRUCAO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51004;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51004;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
51004;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50999;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
50999;OUTRO FATOR;OUTRO;***;OUTRO
50999;PROJETO;ASPECTO DE PROJETO;***;FATOR MATERIAL
50998;INFRAESTRUTURA AEROPORTUARIA;INFRAESTRUTURA AEROPORTUARIA;***;FATOR OPERACIONAL
50998;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50996;ATENCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
50996;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
50996;DESORIENTACAO;ASPECTO MEDICO;***;FATOR HUMANO
50996;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50996;INFLUENCIA DO MEIO AMBIENTE;OUTRO;***;OUTRO
50996;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50996;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
50996;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
50996;SISTEMAS DE APOIO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
50996;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50995;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50995;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50995;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50995;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50994;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
50993;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50993;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50992;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50992;CAPACITACAO E TREINAMENTO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
50992;RELACOES INTERPESSOAIS;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
50985;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50984;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50984;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50984;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50983;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50983;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
50981;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50981;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50979;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50978;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
50977;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
50977;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50977;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50976;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50976;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50975;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
50972;ATENCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
50972;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
50972;CONDICOES METEOROLOGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
50972;ESTADO EMOCIONAL;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
50972;INDICIOS DE ESTRESSE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
50972;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
50972;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
50972;ORGANIZACAO DO TRABALHO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
50972;PERCEPCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
